避難收容處所名稱,is_indoor,classification_reasoning
五峰活動中心,True,基於原始室內標記
南坑村集會所暨南外社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
霞雲社區活動中心,True,基於原始室內標記
澤仁里辦公處,True,基於原始室內標記
奎輝里活動中心,True,基於原始室內標記
高義教會,True,基於原始室內標記
上大社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
武威社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
塔腳社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
廣福社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
草漯國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
上大國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
崙坪國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
富林國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
樹林國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
觀音區公所綠資源中心,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市前鎮區光華國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
大武國小,True,基於原始室內標記
尖山國小操場,False,基於原始室外標記
高雄市小港區鳳林國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
大武社區活動中心,True,基於原始室內標記
和平國小,True,基於原始室內標記
佳義社區活動中心,True,基於原始室內標記
中東社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
崇實高工體育館,True,基於規則推斷 (體育館為室內設施)
東芳國小,True,基於規則推斷 (預設為室內 - 安全原則)
三義社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
大同國中,True,基於規則推斷 (預設為室內 - 安全原則)
員林農工體育館,True,基於規則推斷 (體育館為室內設施)
員林市員東國小,True,基於規則推斷 (預設為室內 - 安全原則)
員林市員林國中活動中心,True,基於規則推斷 (活動中心通常為室內設施)
員林市員林國小,True,基於規則推斷 (預設為室內 - 安全原則)
健康公園,False,基於原始室外標記
屏東市信義國小,True,基於原始室內標記
光隆營區,True,基於原始室內標記
大快官藝文館,True,基於規則推斷 (預設為室內 - 安全原則)
彰德國中勤學樓、育英樓穿堂,True,基於規則推斷 (預設為室內 - 安全原則)
介壽社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
國聖國小,True,基於規則推斷 (預設為室內 - 安全原則)
石牌國小,True,基於規則推斷 (預設為室內 - 安全原則)
茄苳社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
三民國小,True,基於規則推斷 (預設為室內 - 安全原則)
南北管戲曲音樂館,True,基於規則推斷 (預設為室內 - 安全原則)
牛埔社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
桃源社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
南興社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
快官社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
福山社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
延和社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
泰和國小,True,基於規則推斷 (預設為室內 - 安全原則)
彰興國中,True,基於規則推斷 (預設為室內 - 安全原則)
信義國中小,True,基於規則推斷 (預設為室內 - 安全原則)
雅溝社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
湖口鄉信勢國小禮堂,True,基於原始室內標記
港口社區活動中心,True,基於原始室內標記
恆春國中收容所,True,基於原始室內標記
恆春鎮公所,True,基於原始室內標記
永靖社區活動中心,True,基於原始室內標記
永港國民小學,True,基於原始室內標記
恒春國小收容所,True,基於原始室內標記
僑勇國小收容所,True,基於原始室內標記
滿州國民小學,True,基於原始室內標記
屏東縣滿州鄉公所,True,基於原始室內標記
舊蘭嶼國小,True,基於原始室內標記
滿州社區活動中心,True,基於原始室內標記
屏東縣滿州鄉圖書館,True,基於原始室內標記
滿州國民中學,True,基於原始室內標記
蘭恩活動中心,True,基於原始室內標記
蘭嶼國民小學,True,基於原始室內標記
響林活動中心,True,基於原始室內標記
椰油國民小學,True,基於原始室內標記
蘭嶼完全高級中學,True,基於原始室內標記
屏東縣立車城國小保力分校,True,基於原始室內標記
屏東縣立車城國小射寮分校,True,基於原始室內標記
屏東縣立車城國中,True,基於原始室內標記
高士國小牡林分校,True,基於原始室內標記
長樂村長壽俱樂部,True,基於原始室內標記
屏東縣立車城國小,True,基於原始室內標記
長樂國小,True,基於原始室內標記
車城福安宮香客大樓,True,基於原始室內標記
朗島國小,True,基於原始室內標記
屏東縣立車城國小溫泉分校,True,基於原始室內標記
九棚永久屋大愛基地活動中心,True,基於原始室內標記
高士國小,True,基於原始室內標記
石門村活動中心,True,基於原始室內標記
港仔活動中心,True,基於原始室內標記
竹坑活動中心,True,基於原始室內標記
牡丹國小,True,基於原始室內標記
楓港國民小學,True,基於原始室內標記
旭海村活動中心,True,基於原始室內標記
楓港老人文康中心,True,基於原始室內標記
楓林國小,True,基於原始室內標記
丹路國小,True,基於原始室內標記
獅子鄉立綜合體育館,True,基於原始室內標記
東源村活動中心,True,基於原始室內標記
內文活動中心,True,基於原始室內標記
獅子活動中心,True,基於原始室內標記
草埔活動中心,True,基於原始室內標記
枋山鄉公所,True,基於原始室內標記
枋寮高中正成分校,True,基於原始室內標記
南田基督教會,True,基於規則推斷 (預設為室內 - 安全原則)
森永活動中心,True,基於規則推斷 (活動中心通常為室內設施)
南田活動中心,True,基於規則推斷 (活動中心通常為室內設施)
安朔基督教會,True,基於原始室內標記
安朔集會所,True,基於規則推斷 (預設為室內 - 安全原則)
安朔國小,True,基於原始室內標記
達仁鄉公所禮堂,True,基於規則推斷 (預設為室內 - 安全原則)
大南國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
內獅國小,True,基於原始室內標記
南興村社區活動中心,True,基於原始室內標記
南福社區活動中心,True,基於原始室內標記
加祿國民小學,True,基於原始室內標記
大福社區活動中心,True,基於原始室內標記
琉球國中,True,基於原始室內標記
琉球國小,True,基於原始室內標記
尚武村社區活動中心,True,基於原始室內標記
大武鄉立托兒所,True,基於原始室內標記
全德國小,True,基於原始室內標記
琉球鄉公所,True,基於原始室內標記
老人文康活動中心,True,基於原始室內標記
大武老人會館,True,基於原始室內標記
大武鄉多功能綜合活動中心暨避難收容所,True,基於原始室內標記
古華社區活動中心,True,基於原始室內標記
大武村社區活動中心,True,基於原始室內標記
古華國民小學,True,基於原始室內標記
僑德國小,True,基於原始室內標記
枋寮國小,True,基於原始室內標記
士文聚會所,True,基於原始室內標記
古華國民小學-士文分校,True,基於原始室內標記
春日社區活動中心,True,基於原始室內標記
春日國民小學,True,基於原始室內標記
枋寮高中,True,基於原始室內標記
臺東縣立安朔國小新化分校,True,基於規則推斷 (預設為室內 - 安全原則)
建興國小,True,基於原始室內標記
屏東市復興公園,False,基於原始室外標記
國立屏東高級工業職業學校,True,基於原始室內標記
東海國小,True,基於原始室內標記
屏東市千禧公園,False,基於原始室外標記
東海國小太源分校,True,基於原始室內標記
國立佳冬高農,True,基於原始室內標記
屏東市廣興公園,False,基於原始室外標記
加津林活動中心,True,基於原始室內標記
佳冬鄉立幼兒園,True,基於原始室內標記
力里國民小學,True,基於原始室內標記
春日鄉立老人文康中心,True,基於原始室內標記
佳冬國中,True,基於原始室內標記
屏東縣林邊鄉崎峰活動中心,True,基於原始室內標記
來義鄉文物館,True,基於原始室內標記
南和國小,True,基於原始室內標記
屏東縣林邊鄉仁和國民小學,True,基於原始室內標記
土?天主堂,True,基於規則推斷 (預設為室內 - 安全原則)
臺東縣立土?國小,True,基於規則推斷 (預設為室內 - 安全原則)
達仁鄉立土?托兒所,True,基於規則推斷 (預設為室內 - 安全原則)
大潭國小,True,基於原始室內標記
愛國蒲分校,True,基於原始室內標記
以栗國小,True,基於原始室內標記
東隆宮香客大樓,True,基於原始室內標記
太麻里鄉多良村辦公處,True,基於原始室內標記
東隆國小,True,基於原始室內標記
望嘉警察派出所,True,基於原始室內標記
屏東縣林邊鄉竹林國民小學,True,基於原始室內標記
東港高中,True,基於原始室內標記
東光國小,True,基於原始室內標記
東港國小,True,基於原始室內標記
新埤鄉立幼兒園,True,基於原始室內標記
臺東縣台?國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
台?活動中心,True,基於規則推斷 (活動中心通常為室內設施)
東興國小,True,基於原始室內標記
北市大附小,True,基於原始室內標記
台?基督教會,True,基於規則推斷 (預設為室內 - 安全原則)
啦里吧活動中心,True,基於規則推斷 (活動中心通常為室內設施)
新埤國小,True,基於原始室內標記
高雄市立中芸國民中學,True,基於規則推斷 (預設為室內 - 安全原則)
中芸國小,True,基於原始室內標記
烏龍國小,True,基於原始室內標記
鹽洲國小,True,基於原始室內標記
溪北社區活動中心,True,基於原始室內標記
溪北國小,True,基於原始室內標記
文樂活動中心,True,基於原始室內標記
高雄市林園區港埔國民小學,True,基於原始室內標記
高雄市林園區王公國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市林園區林園國民小學,True,基於原始室內標記
林園區長青文康活動中心,True,基於原始室內標記
港西國小,True,基於原始室內標記
來義鄉新來義部落多功能活動中心,True,基於原始室內標記
潮南國小,True,基於原始室內標記
南榮國中,True,基於原始室內標記
崁頂國小,True,基於原始室內標記
高雄市小港區鳳鳴國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
崁頂老人文康中心,True,基於原始室內標記
高雄市立林園高級中學,True,基於原始室內標記
丹林活動中心,True,基於原始室內標記
高雄市小港區鳳林國民中學,True,基於規則推斷 (預設為室內 - 安全原則)
潮東國小,True,基於原始室內標記
新園國小,True,基於原始室內標記
歷坵活動中心 Liqiu Activity Center,True,基於規則推斷 (活動中心通常為室內設施)
古樓國小,True,基於原始室內標記
高雄市林園區金潭國民小學,True,基於原始室內標記
金崙溫泉長老教會,True,基於原始室內標記
賓茂國小 Binmao Elementary School,True,基於規則推斷 (預設為室內 - 安全原則)
賓茂活動中心 Binmao Activity Center,True,基於原始室內標記
金崙活動中心,True,基於規則推斷 (活動中心通常為室內設施)
光春國中,True,基於原始室內標記
力社國小,True,基於原始室內標記
義仁里社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
光春國小,True,基於原始室內標記
高雄市大寮區昭明國小,True,基於規則推斷 (預設為室內 - 安全原則)
新園鄉公所,True,基於原始室內標記
仙吉國小,True,基於原始室內標記
四林國小,True,基於原始室內標記
新園國中,True,基於原始室內標記
光華國小,True,基於原始室內標記
鎮立幼兒園,True,基於原始室內標記
潮州國小,False,基於原始室外標記
佳佐國小中興分校,True,基於原始室內標記
瓦?國小,True,基於原始室內標記
平和活動中心,True,基於原始室內標記
潮州國中,True,基於原始室內標記
會結里社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
潮和國小,True,基於原始室內標記
潮昇國小,True,基於原始室內標記
新厝里社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
高雄市小港區小港國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
志成佛寺,True,基於原始室內標記
高雄市小港區鳳陽國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
潮寮老人活動中心,True,基於規則推斷 (活動中心通常為室內設施)
新庄國小,True,基於原始室內標記
高雄市立潮寮國民中學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市小港區二苓國民小學,True,基於原始室內標記
高雄市立小港高級中學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市大寮區潮寮國小,True,基於規則推斷 (預設為室內 - 安全原則)
國立高雄餐旅大學附屬餐旅高級中等學校,True,基於規則推斷 (學校建築通常為室內)
高雄市小港區漢民國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市立中山國民中學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市立小港國民中學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市小港區華山國民小學,True,基於原始室內標記
高雄市小港區港和國民小學,True,基於原始室內標記
佳興活動中心,True,基於原始室內標記
佳佐國小,True,基於原始室內標記
萬巒鄉公所展覽廳,True,基於原始室內標記
高雄市前鎮區佛公國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
萬巒國小,True,基於原始室內標記
大明國小,True,基於原始室內標記
過溪里社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
武潭活動中心,True,基於原始室內標記
西方道堂,True,基於原始室內標記
高雄市前鎮區明正國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市立明義國民中學,True,基於規則推斷 (預設為室內 - 安全原則)
清山寺,True,基於規則推斷 (預設為室內 - 安全原則)
萬丹國小,True,基於原始室內標記
竹田國小,True,基於原始室內標記
高雄市小港區桂林國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市立前鎮國民中學,True,基於原始室內標記
高雄市小港區明義國民小學,True,基於原始室內標記
竹田鄉公所,True,基於原始室內標記
富翔天廈,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市前鎮區前鎮國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市立興仁國民中學,True,基於原始室內標記
高雄市立前鎮高級中學,True,基於規則推斷 (預設為室內 - 安全原則)
香蘭國小,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市旗津區大汕國民小學,True,基於原始室內標記
高雄市立旗津國民中學,True,基於原始室內標記
萬巒鄉立幼兒園泗溝分班,True,基於原始室內標記
圖書館,True,基於原始室內標記
萬丹鄉行政中心,True,基於原始室內標記
高雄市旗津區公所5樓大禮堂,True,基於規則推斷 (預設為室內 - 安全原則)
佛聖宮,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市鳳山區過埤國民小學,True,基於原始室內標記
高雄市立福誠高級中學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市前鎮區鎮昌國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
五溝國小,True,基於原始室內標記
高雄市大寮區大寮國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
佳平活動中心,True,基於原始室內標記
大寮里社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
泰武國中,True,基於原始室內標記
澳洲特區,True,基於規則推斷 (預設為室內 - 安全原則)
荷蘭町,True,基於規則推斷 (預設為室內 - 安全原則)
興華國小,True,基於原始室內標記
高雄市政府社會局無障礙之家,True,基於原始室內標記
高雄市鳳山區南成國民小學,True,基於原始室內標記
龍成宮,True,基於原始室內標記
米蘭特區,True,基於規則推斷 (預設為室內 - 安全原則)
四維國小,True,基於原始室內標記
僑智國小,True,基於原始室內標記
萬金天主教堂,True,基於原始室內標記
嘉蘭國小 Jialan Elementary School,True,基於原始室內標記
高雄市鳳山區鳳翔國民小學,True,基於原始室內標記
高雄市立鳳翔國民中學,True,基於規則推斷 (預設為室內 - 安全原則)
萬丹國中,True,基於原始室內標記
嘉蘭村活動中心 Jialan Activity Center,True,基於原始室內標記
高雄市鳳山區福誠國民小學,True,基於原始室內標記
高雄市立五甲國民中學,True,基於原始室內標記
高雄市鳳山區中崙國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
大發公有市場3樓,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市前鎮區瑞祥國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市旗津區中洲國民小學,True,基於原始室內標記
高雄市立瑞祥高級中學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市立大寮幼兒園,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市立大寮國民中學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市立中崙國民中學,True,基於原始室內標記
三隆里社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
高雄市鳳山區正義國民小學,True,基於原始室內標記
正興村活動中心Zhengxing Activity Center,True,基於原始室內標記
泰武活動中心,True,基於原始室內標記
高雄市立獅甲國民中學,True,基於原始室內標記
竹田鄉立幼兒園,True,基於原始室內標記
高雄市大寮區永芳國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市前鎮區瑞豐國民小學,True,基於原始室內標記
金湯營區,True,基於原始室內標記
中正營區,True,基於原始室內標記
高雄市大寮區山頂國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市前鎮區復興國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市前鎮區樂群國民小學,True,基於原始室內標記
山頂里社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
高雄市前鎮區民權國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市旗津區旗津國民小學,True,基於原始室內標記
高雄市竹西里活動中心,True,基於原始室內標記
內埔國小,True,基於原始室內標記
高雄市立中正高級工業職業學校,True,基於原始室內標記
高雄市立光華國民中學,True,基於規則推斷 (預設為室內 - 安全原則)
內埔鄉文康中心,True,基於原始室內標記
高雄市立瑞豐國民中學,True,基於規則推斷 (預設為室內 - 安全原則)
內埔國中,True,基於原始室內標記
大王國小,True,基於原始室內標記
高雄市鳳山區新甲國民小學,True,基於原始室內標記
高雄市苓雅區成功國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市前鎮區愛群國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
武侯宮,True,基於規則推斷 (預設為室內 - 安全原則)
光武里社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
高雄市苓洲國民小學,True,基於原始室內標記
順安府,True,基於原始室內標記
太麻里鄉老人會館,True,基於原始室內標記
社皮國小,True,基於原始室內標記
高雄市立英明國民中學,True,基於規則推斷 (預設為室內 - 安全原則)
東寧國小,True,基於原始室內標記
老人文康活動中心,True,基於原始室內標記
老人文康活動中心,True,基於原始室內標記
廣安國小,True,基於原始室內標記
竹田國中,True,基於原始室內標記
黃厝北極上帝殿,True,基於規則推斷 (預設為室內 - 安全原則)
富田國小,True,基於原始室內標記
高雄市大寮區忠義國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市立鳳甲國民中學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市鳳山區誠正國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市鳳山區鳳西國民小學,True,基於原始室內標記
高雄市鳳山區忠孝國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市立苓雅國民中學,True,基於原始室內標記
忠義里里辦公處2樓,True,基於規則推斷 (預設為室內 - 安全原則)
中興里社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
高雄市苓雅區福康國民小學,True,基於原始室內標記
黃埔營區,True,基於原始室內標記
高雄市立忠孝國民中學,True,基於規則推斷 (預設為室內 - 安全原則)
新濱營區,True,基於原始室內標記
高雄市政府社會局安琪兒家園,True,基於原始室內標記
高雄市政府社會局陽光家園,True,基於原始室內標記
高雄市苓雅區五權國民小學,True,基於原始室內標記
育英國小,True,基於原始室內標記
高雄市立高雄高級女子中學,True,基於原始室內標記
高雄市鹽埕區光榮國民小學,True,基於原始室內標記
謝府元帥廟,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市鹽埕區忠孝國民小學,True,基於原始室內標記
沙鹿幼兒園埔子分班,True,基於原始室內標記
高雄市苓雅區四維國民小學,True,基於原始室內標記
翁園里社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
高雄市大寮區翁園國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市鼓山區鼓山國民小學,True,基於原始室內標記
高雄市立鹽埕國民中學,True,基於原始室內標記
高雄市鹽埕區鹽埕國民小學,True,基於原始室內標記
高雄市鳳山區大東國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市苓雅區福東國民小學,True,基於原始室內標記
高雄市立新興高級中學,True,基於原始室內標記
鹽埕區公所11樓大禮堂,True,基於原始室內標記
高雄市鳳山區鳳山國民小學,True,基於原始室內標記
鳳山區公所大禮堂,True,基於原始室內標記
高雄市立鳳山國民中學,True,基於原始室內標記
高雄市立高雄高級高商職業學校,True,基於原始室內標記
高雄市前金區前金國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市立中正高級中學,True,基於原始室內標記
高雄市新興區新興國民小學,True,基於原始室內標記
萬安活動中心,True,基於原始室內標記
前金區公所5樓大禮堂,True,基於原始室內標記
高雄市新興區大同國民小學,True,基於原始室內標記
高雄市鳳山區中正國民小學,True,基於原始室內標記
溪寮里社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
基督教鳳山長老教會,True,基於原始室內標記
高雄市立前金國民中學,True,基於原始室內標記
國立鳳山高級中學,True,基於原始室內標記
排灣社區活動中心,True,基於原始室內標記
高雄市苓雅區中正國民小學,True,基於原始室內標記
高雄市鳳山區瑞興國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
鳳山街友服務中心,True,基於原始室內標記
高雄市大寮區溪寮國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市鳳山區中山國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市立青年國民中學,True,基於原始室內標記
泰安國小,True,基於原始室內標記
北里活動中心,True,基於原始室內標記
高雄市新興區信義國民小學,True,基於原始室內標記
高雄市鼓山區壽山國民小學,True,基於原始室內標記
高雄市前金區建國國民小學,True,基於原始室內標記
高雄市立壽山國民中學,True,基於原始室內標記
高雄市三民區河濱國民小學,True,基於原始室內標記
高雄市新興區七賢國民小學,True,基於原始室內標記
高雄市鳳山區文華國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市大寮區中庄國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
"千歲,千北,立德,鳳南聯合里活動中心",True,基於原始室內標記
三塊厝聯合里活動中心,True,基於原始室內標記
高雄市苓雅區凱旋國民小學,True,基於原始室內標記
高雄市立中庄國民中學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市三民區三民國民小學,True,基於原始室內標記
鼓山區行政中心七樓大禮堂,True,基於原始室內標記
江山里社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
高雄市大寮區後庄國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
屏東市公館國小,True,基於原始室內標記
高雄市立高雄高級中學,True,基於原始室內標記
高雄市三民區光武國民小學,True,基於原始室內標記
北辰宮,True,基於原始室內標記
高雄市鼓山區鼓岩國民小學,True,基於原始室內標記
高雄市立民族國民中學,True,基於原始室內標記
"德北,十全,十美聯合里活動中心",True,基於原始室內標記
高雄市鳳山區文德國民小學,True,基於原始室內標記
寶安里活動中心,True,基於原始室內標記
後庄老人活動中心,True,基於規則推斷 (活動中心通常為室內設施)
麟洛鄉公所,True,基於原始室內標記
國立屏東科技大學孟祥體育館,True,基於原始室內標記
屏東縣立公正國中,True,基於原始室內標記
義和代天府,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市鳳山區鎮北國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
新興國小 Xingxing Elementary School,True,基於原始室內標記
"德智,德仁里活動中心",True,基於原始室內標記
寶珠溝里活動中心,True,基於原始室內標記
高雄市立陽明國民中學,True,基於原始室內標記
高雄市三民區民族國民小學,True,基於原始室內標記
高雄市避難收容暨備災訓練中心,True,基於原始室內標記
中都地區聯合里活動中心,True,基於原始室內標記
高雄市立正興國民中學,True,基於原始室內標記
高雄市三民區愛國國民小學,True,基於原始室內標記
高雄市三民區博愛國民小學,True,基於原始室內標記
高雄市三民區陽明國民小學,True,基於原始室內標記
高雄市三民區正興國民小學,True,基於原始室內標記
高雄市立三民國民中學,True,基於原始室內標記
高雄市三民區十全國民小學,True,基於原始室內標記
"安東,安和,達明聯合里活動中心",True,基於原始室內標記
高雄市三民區公所,True,基於原始室內標記
麟洛國中,True,基於原始室內標記
高雄市立文山高級中學,True,基於原始室內標記
寶盛里活動中心,True,基於原始室內標記
高雄市三民區東光國民小學,True,基於原始室內標記
安宜里活動中心,True,基於原始室內標記
屏東市前進國小,True,基於原始室內標記
高雄市立高雄高級工業職業學校,True,基於原始室內標記
麟洛鄉圖書館,True,基於原始室內標記
麟洛國小,True,基於原始室內標記
老人文康活動中心,True,基於原始室內標記
高雄市立鼓山高級中學,True,基於原始室內標記
高雄市鼓山區九如國民小學,True,基於原始室內標記
佳義基督長老教會教育館,True,基於原始室內標記
高雄市鳥松區大華國民小學,True,基於原始室內標記
高雄市鼓山區龍華國民小學,True,基於原始室內標記
本和里活動中心,True,基於原始室內標記
高雄市立鼎金國民中學,True,基於原始室內標記
本館里集會所,True,基於原始室內標記
高雄市大樹區九曲國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市立鼎金國民中學,True,基於原始室內標記
台灣基督教長老教會仁美教會短期收,True,基於原始室內標記
高雄市三民區莊敬國民小學,True,基於原始室內標記
高雄市鼓山區內惟國民小學,True,基於原始室內標記
大樹區綜合體育館,True,基於原始室內標記
高雄市立大樹國民中學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市立七賢國民中學,True,基於原始室內標記
灣愛里活動中心,True,基於原始室內標記
仁美營區,True,基於原始室內標記
高雄市立龍華國民中學,True,基於原始室內標記
高雄市鳥松區仁美國民小學,True,基於原始室內標記
屏東大學屏商校區活動中心,True,基於原始室內標記
屏東縣立鶴聲國中,True,基於原始室內標記
屏東市復興國小,True,基於原始室內標記
鳥松區公所三樓,True,基於原始室內標記
屏東市民生國小,True,基於原始室內標記
高雄市立明華國民中學,True,基於原始室內標記
華源活動中心,True,基於規則推斷 (活動中心通常為室內設施)
屏東市公所,True,基於原始室內標記
高雄市鳥松區鳥松國民小學（備用）,True,基於原始室內標記
高雄市立三民高級中學,True,基於原始室內標記
空軍綠島探空分隊,False,基於原始室外標記
屏東大學民生校區體育館,True,基於原始室內標記
屏東市建國國小,True,基於原始室內標記
屏東市鶴聲國小,True,基於原始室內標記
高雄市立三民高級家事商業職業學校,True,基於原始室內標記
高雄市立鳥松國民中學,True,基於原始室內標記
"鼎中,鼎力,鼎膝,鼎金,鼎強,鼎盛聯合里",True,基於原始室內標記
屏東市大同國小,True,基於原始室內標記
崇文國小,True,基於原始室內標記
新生國小,True,基於原始室內標記
高雄市大樹區水寮國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
三民街友服務中心,True,基於原始室內標記
南寮社區活動中心,True,基於原始室內標記
財團法人玄光聖堂短期收容,True,基於原始室內標記
高雄市鼓山區中山國民小學,True,基於原始室內標記
高雄市左營區新莊國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
太麻里鄉三和村辦公處,True,基於原始室內標記
屏東市民和國小,True,基於原始室內標記
高雄新莊天后宮備用,True,基於原始室內標記
屏東市唐榮國小,True,基於原始室內標記
仁慈活動中心,True,基於原始室內標記
和平營區,True,基於原始室內標記
高雄市左營區勝利國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
高雄市三民區獅湖國民小學,True,基於原始室內標記
屏東縣立中正國中,True,基於原始室內標記
綠島國中,True,基於原始室內標記
綠島國民小學,True,基於原始室內標記
高雄市立大義國民中學,True,基於原始室內標記
中寮社區活動中心,True,基於原始室內標記
高雄市立海青高級工商職業學校,True,基於原始室內標記
國立屏東女中,True,基於原始室內標記
瑪家社區活動中心,True,基於原始室內標記
崇聖殿備用,True,基於原始室內標記
高雄市立大灣國民中學,True,基於原始室內標記
公館國民小學,True,基於原始室內標記
高雄市左營區新民國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
屏東市仁愛國小,True,基於原始室內標記
屏東市忠孝國小,True,基於原始室內標記
綠島鄉社會福利活動中心,True,基於原始室內標記
長興國小,True,基於原始室內標記
菜公豐谷宮備用,True,基於原始室內標記
公館社區活動中心,True,基於原始室內標記
屏東縣立大同高中,True,基於原始室內標記
崇文國中,True,基於原始室內標記
高雄市立左營國民中學,True,基於原始室內標記
高雄市仁武區登發國民小學,True,基於原始室內標記
高雄市左營區新光國民小學,True,基於原始室內標記
屏東縣立明正國中,True,基於原始室內標記
埤子頭鎮福廟,True,基於原始室內標記
屏東市勝利國小,True,基於原始室內標記
屏東市瑞光國小,True,基於原始室內標記
高雄市立新莊高級中學,True,基於原始室內標記
啟明堂備用,True,基於原始室內標記
舊城城隍廟,True,基於原始室內標記
左營元帝廟,True,基於原始室內標記
